測定局コード,測定局名称,住所,局種別,地域コード,都道府県コード,市区町村名,SO2測定有無,NO測定有無,NO2測定有無,NOX測定有無,CO測定有無,OX測定有無,NMHC測定有無,CH4測定有無,THC測定有無,SPM測定有無,PM2.5測定有無,SP測定有無,WD測定有無,WS測定有無,TEMP測定有無,HUM測定有無,問い合わせ先
07202070,会津若松,会津若松市西栄町４－６１,一般局,2,07,会津若松市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,福島県
07203130,芳賀,郡山市芳賀２丁目６番１号,一般局,2,07,郡山市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,郡山市
07203140,堤下,郡山市堤下町４ノ４,一般局,2,07,郡山市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,◯,◯,〇,◯,郡山市
07203150,日和田,郡山市日和田町日向６０,一般局,2,07,郡山市,×,×,×,×,×,◯,×,×,×,×,×,×,◯,◯,〇,◯,郡山市
07203180,安積,郡山市安積３－３７,一般局,2,07,郡山市,×,×,×,×,×,◯,×,×,×,×,×,×,◯,◯,〇,◯,郡山市
07203520,台新,郡山市台新１－８０４,自排局,2,07,郡山市,×,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,郡山市
07204020,上中田,いわき市錦町重殿１５,一般局,2,07,いわき市,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,〇,◯,いわき市
07204030,花ノ井,いわき市錦町鬼越下６４,一般局,2,07,いわき市,◯,×,×,×,×,×,×,×,×,×,×,×,◯,◯,×,×,いわき市
07204070,下川,いわき市泉町下川字宿ノ川１９,一般局,2,07,いわき市,◯,×,×,×,×,×,×,×,×,×,×,×,◯,◯,×,×,いわき市
07204090,滝尻,いわき市泉町滝尻字高見坪１,一般局,2,07,いわき市,◯,×,×,×,×,×,×,×,×,◯,×,×,◯,◯,×,×,いわき市
07204110,大原,いわき市小名浜大原字六反田２２,一般局,2,07,いわき市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,いわき市
07204160,中原,いわき市小名浜字中原５－１,一般局,2,07,いわき市,◯,×,×,×,×,×,×,×,×,×,×,×,◯,◯,×,×,いわき市
07204170,金山,いわき市金山町朝日台１,一般局,2,07,いわき市,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,〇,◯,いわき市
07204210,揚土,いわき市平字揚土５,一般局,2,07,いわき市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,いわき市
07204510,平,いわき市平字正内町２２,自排局,2,07,いわき市,×,◯,◯,◯,◯,×,◯,◯,◯,◯,×,×,◯,◯,×,×,いわき市
07204720,中央台,いわき市中央台鹿島１丁目55,一般局,2,07,いわき市,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,〇,◯,いわき市
07204730,常磐,いわき市常磐湯本町栄田11,一般局,2,07,いわき市,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,〇,◯,いわき市
07204740,四倉,いわき市四倉町狐塚字松橋20,一般局,2,07,いわき市,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,〇,◯,いわき市
07205050,白河,白河市寺小路28,一般局,2,07,白河市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,福島県
07206050,原町１,南相馬市仲町２丁目１６５,一般局,2,07,南相馬市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,福島県
07207010,須賀川,須賀川市大町１０８－１,一般局,2,07,須賀川市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,◯,◯,〇,◯,福島県
07208090,喜多方,喜多方市字桜が丘１－１２９－１,一般局,2,07,喜多方市,×,×,×,×,×,◯,×,×,×,◯,×,×,◯,◯,〇,◯,福島県
07209080,相馬１,相馬市中村字高池前４３,一般局,2,07,相馬市,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,〇,◯,福島県
07210010,二本松,二本松市金色424-1,一般局,2,07,二本松市,×,×,×,×,×,◯,×,×,×,◯,×,×,◯,◯,〇,◯,福島県
07368010,南会津,南会津郡南会津町田島字天道沢甲２５４２－７,一般局,2,07,南会津郡南会津町,×,×,×,×,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,福島県
07466010,矢吹,西白河郡矢吹町一本木101,一般局,2,07,西白河郡矢吹町,×,×,×,×,×,◯,×,×,×,◯,×,×,◯,◯,〇,◯,福島県
07481010,棚倉,東白川郡棚倉町大字棚倉字舘ヶ丘７３－４,一般局,2,07,東白川郡棚倉町,×,×,×,×,×,◯,◯,◯,◯,◯,×,×,◯,◯,〇,◯,福島県
07541010,広野１,双葉郡広野町大字下北迫字岩作６７－１,一般局,2,07,双葉郡広野町,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,〇,◯,福島県
07542010,楢葉,双葉郡楢葉町大字下小塙字麦入３１,一般局,2,07,双葉郡楢葉町,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,福島県
07543010,富岡,双葉郡富岡町字夜の森南４丁目４２,一般局,2,07,双葉郡富岡町,×,×,×,×,×,◯,×,×,×,◯,×,×,◯,◯,〇,◯,福島県
07546010,双葉,双葉郡双葉町大字新山字清戸迫１,一般局,2,07,双葉郡双葉町,×,×,×,×,×,◯,×,×,×,×,×,×,◯,◯,〇,◯,福島県
07561020,新地１,相馬郡新地町谷地小屋字愛宕３７－２,一般局,2,07,相馬郡新地町,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,〇,◯,福島県
07563010,小高,南相馬市東町２丁目７８,一般局,2,07,南相馬市,×,×,×,×,×,◯,×,×,×,◯,×,×,◯,◯,〇,◯,福島県
08201030,水戸石川,水戸市石川一丁目４０４３－８,一般局,3,08,水戸市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,茨城県
08201040,水戸東部,水戸市元石川町２２９７－１,一般局,3,08,水戸市,×,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,〇,◯,茨城県
08201510,水戸大工町,水戸市大工町１－６,自排局,3,08,水戸市,×,◯,◯,◯,◯,×,×,×,×,◯,×,×,◯,◯,×,×,茨城県
08202020,日立市役所,日立市宮田町１－４４－１,一般局,3,08,日立市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,茨城県
08202050,日立多賀,日立市末広町１－２,一般局,3,08,日立市,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,茨城県
08202200,日立南部,日立市下土木内町６１７,一般局,3,08,日立市,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,茨城県
08203010,土浦保健所,土浦市下高津２－７－４６,一般局,3,08,土浦市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,茨城県
08203520,土浦中村南,土浦市中村南１丁目１４１３番地－１,自排局,3,08,土浦市,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,◯,◯,×,×,茨城県
08204010,古河保健所,古河市北町６－２２,一般局,3,08,古河市,×,×,×,×,×,◯,×,×,×,◯,×,×,◯,◯,〇,◯,茨城県
08205020,石岡杉並,石岡市杉並２－１－２,一般局,3,08,石岡市,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,茨城県
08206020,筑西,筑西市二木成615,一般局,3,08,筑西市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,茨城県
08208010,竜ヶ崎保健所,龍ケ崎市光順田２９８３－１,一般局,3,08,龍ケ崎市,×,×,×,×,×,◯,×,×,×,◯,×,×,◯,◯,×,×,茨城県
08210010,下妻,下妻市下妻乙２０９,一般局,3,08,下妻市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,茨城県
08211010,常総,常総市水海道森下町４４７４－２,一般局,3,08,常総市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,茨城県
08212010,常陸太田,常陸太田市稲木町６６０,一般局,3,08,常陸太田市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,◯,◯,×,×,茨城県
08213010,常陸那珂勝田,ひたちなか市東石川２－１０－１,一般局,3,08,ひたちなか市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,茨城県
08214010,高萩本町,高萩市本町２－３７,一般局,3,08,高萩市,×,×,×,×,×,◯,×,×,×,×,×,×,◯,◯,×,×,茨城県
08215010,北茨城中郷,北茨城市中郷町上桜井５３－５,一般局,3,08,北茨城市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,茨城県
08216010,笠間,笠間市石井７１７,一般局,3,08,笠間市,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,茨城県
08217010,取手市役所,取手市大字寺田５１３９,一般局,3,08,取手市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,茨城県
08220010,つくば高野,つくば市高野１１９７－２０,一般局,3,08,つくば市,×,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,◯,◯,×,×,茨城県
08221010,ひたちなか,ひたちなか市市毛８２３－１,一般局,3,08,ひたちなか市,×,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,茨城県
08302010,東茨城大戸,東茨城郡茨城町大戸１７３７,一般局,3,08,東茨城郡茨城町,×,×,×,×,×,◯,×,×,×,×,×,×,◯,◯,〇,◯,茨城県
08341010,常陸那珂東海,那珂郡東海村照沼１１４５,一般局,3,08,那珂郡東海村,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,茨城県
08342010,那珂,那珂市菅谷８９１－２,一般局,3,08,那珂市,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,茨城県
08344010,大宮野中,常陸大宮市野中町３０８３,一般局,3,08,常陸大宮市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,茨城県
08402010,鉾田,鉾田市大字鉾田１３６７－３,一般局,3,08,鉾田市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,茨城県
08405010,鹿島宮中,鹿嶋市城山２－２－１９,一般局,3,08,鹿嶋市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,茨城県
08405020,鹿島高天原,鹿嶋市大字港ヶ丘２丁目１１５０－４１,一般局,3,08,鹿嶋市,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,茨城県
08406010,神栖下幡木,神栖市大字下幡木４１３０,一般局,3,08,神栖市,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,茨城県
08406030,鹿島事務所,神栖市大野原４－７,一般局,3,08,神栖市,×,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,〇,◯,茨城県
08406050,神栖消防,神栖市大字溝口字甲の池４９９１－５,一般局,3,08,神栖市,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,◯,◯,〇,◯,茨城県
08406060,神栖一貫野,神栖市大字知手１００－３,一般局,3,08,神栖市,◯,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,茨城県
08406080,神栖横瀬,神栖市大字横瀬８６６－１,一般局,3,08,神栖市,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,茨城県
08407010,波崎太田,神栖市大字須田２３４０－１,一般局,3,08,神栖市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,茨城県
08423040,潮来保健所,潮来市大字大洲１４４６－１,一般局,3,08,潮来市,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,〇,◯,茨城県
08441010,江戸崎公民館,稲敷市江戸崎字大宿甲３２１３,一般局,3,08,稲敷市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,茨城県
08541010,古河市役所,古河市下大野谷地川２４５６,一般局,3,08,古河市,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,茨城県
08561510,守谷,守谷市大柏９３７－２,自排局,3,08,守谷市,×,◯,◯,◯,◯,×,×,×,×,◯,×,×,◯,◯,×,×,茨城県
09201060,雀宮中学校,宇都宮市雀宮７丁目２８番１６号,一般局,3,09,宇都宮市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,宇都宮市
09201070,瑞穂野北小学校,宇都宮市下桑島町４６５,一般局,3,09,宇都宮市,×,×,×,×,×,×,×,×,×,◯,×,×,◯,◯,×,×,宇都宮市
09201080,細谷小学校,宇都宮市細谷１丁目４番３８号,一般局,3,09,宇都宮市,×,×,×,×,×,×,×,×,×,◯,×,×,◯,◯,×,×,宇都宮市
09201100,泉が丘小学校,宇都宮市泉が丘７－１２－１４,一般局,3,09,宇都宮市,×,×,×,×,×,×,×,×,×,◯,×,×,◯,◯,〇,×,宇都宮市
09201110,清原,宇都宮市上篭谷町１１４５,一般局,3,09,宇都宮市,×,◯,◯,◯,×,×,×,×,×,◯,×,×,◯,◯,×,×,宇都宮市
09201120,中央,宇都宮市中央１－１－１３,一般局,3,09,宇都宮市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,◯,◯,〇,◯,宇都宮市
09201570,大通り,宇都宮市馬場通り１－１－１１,自排局,3,09,宇都宮市,◯,◯,◯,◯,◯,×,◯,◯,◯,◯,×,×,×,×,×,×,宇都宮市
09201580,平出,宇都宮市平出町１２６０,自排局,3,09,宇都宮市,◯,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,×,×,×,栃木県
09202010,足利市役所,足利市本城３－２１４５,一般局,3,09,足利市,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,栃木県
09202520,足利市久保田公園,足利市久保田町923,自排局,3,09,足利市,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,×,×,×,×,栃木県
09203010,栃木市役所,栃木市入舟町７－２６,一般局,3,09,栃木市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,栃木県
09203030,栃木市藤岡公民館,栃木市藤岡町藤岡810,一般局,3,09,栃木市,×,◯,◯,◯,×,◯,◯,◯,◯,×,×,×,◯,◯,×,×,栃木県
09203520,栃木市平柳町交差点,栃木市平柳町２丁目,自排局,3,09,栃木市,×,◯,◯,◯,×,×,×,×,×,◯,×,×,×,×,×,×,栃木県
09204020,県安蘇庁舎,佐野市堀米町607,一般局,3,09,佐野市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,栃木県
09205010,鹿沼市役所,鹿沼市今宮町１６８８－１,一般局,3,09,鹿沼市,×,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,栃木県
09207010,日光市今市小学校,日光市今市５３１,一般局,3,09,日光市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,栃木県
09208010,小山市立大谷中学校,小山市横倉新田97,一般局,3,09,小山市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,栃木県
09209010,真岡市役所,真岡市荒町５１９１,一般局,3,09,真岡市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,栃木県
09211010,矢板市役所,矢板市本町５－４,一般局,3,09,矢板市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,栃木県
09211510,矢板市大谷津歩道橋,矢板市片岡字沢橋２１６６－３９,自排局,3,09,矢板市,×,◯,◯,◯,◯,×,×,×,×,◯,×,×,×,×,×,×,栃木県
09212010,那須塩原市黒磯保健センター,那須塩原市黒磯幸町８－１０,一般局,3,09,那須塩原市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,栃木県
09216010,下野市南河内庁舎,下野市田中６８１－１,一般局,3,09,下野市,×,×,×,×,×,◯,◯,◯,◯,×,×,×,◯,◯,×,×,栃木県
09301010,上三川町役場,河内郡上三川町しらさぎ１－１,一般局,3,09,河内郡上三川町,×,×,×,×,×,◯,×,×,×,◯,×,×,◯,◯,×,×,栃木県
09301510,上三川町上蒲生歩道橋,河内郡上三川町しらさぎ２－１－１１,自排局,3,09,河内郡上三川町,×,◯,◯,◯,◯,×,×,×,×,◯,×,×,×,×,×,×,栃木県
09304010,河内測定局,宇都宮市下岡本町２１４５番地１４,一般局,3,09,宇都宮市,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,◯,◯,×,×,宇都宮市
09364010,野木町役場,下都賀郡野木町丸林６２９,一般局,3,09,下都賀郡野木町,×,×,×,×,×,◯,×,×,×,×,×,×,◯,◯,×,×,栃木県
09383010,日光市役所藤原行政センター,日光市鬼怒川温泉大原1406-1,一般局,3,09,日光市,×,×,×,×,×,◯,×,×,×,×,×,×,◯,◯,×,×,栃木県
09402010,県南那須庁舎,那須烏山市中央１－６－９２,一般局,3,09,那須烏山市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,×,×,栃木県
10201060,前橋南局,前橋市六供町５００－２８ほか,一般局,3,10,前橋市,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,前橋市
10201070,前橋東局,前橋市上泉町１７８,一般局,3,10,前橋市,◯,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,前橋市
10201510,国設前橋自動車交通環境測定所,前橋市元総社町３３５元総社第二団地先国道１７号,自排局,3,10,前橋市,×,◯,◯,◯,◯,×,×,×,×,◯,◯,×,×,×,×,×,群馬県
10202010,高崎勤労ホーム駐車場,高崎市並榎町１１７－２０,一般局,3,10,高崎市,×,×,×,×,×,◯,×,×,×,×,◯,×,×,×,×,×,群馬県
10203010,桐生市立東小学校,桐生市仲町２－４－２１,一般局,3,10,桐生市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,群馬県
10203510,桐生自排局,桐生市広沢町６－４１１－２,自排局,3,10,桐生市,×,◯,◯,◯,◯,×,◯,◯,◯,◯,×,×,×,×,×,×,群馬県
10204030,伊勢崎市立南小学校,伊勢崎市上泉町３１０,一般局,3,10,伊勢崎市,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,群馬県
10204510,伊勢崎自排,伊勢崎市茂呂町２－２１６９－１,自排局,3,10,伊勢崎市,×,◯,◯,◯,◯,×,◯,◯,◯,◯,×,×,×,×,×,×,群馬県
10205010,太田市立中央小学校,太田市飯田町１１６６,一般局,3,10,太田市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,群馬県
10205510,太田自排局,太田市飯塚町１６８４,自排局,3,10,太田市,×,◯,◯,◯,◯,×,◯,◯,◯,◯,×,×,×,×,×,×,群馬県
10206010,沼田市立沼田小学校,沼田市西倉内町７４６,一般局,3,10,沼田市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,群馬県
10207010,館林市民センター,館林市仲町１４－１,一般局,3,10,館林市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,×,×,×,×,群馬県
10207510,館林自排,館林市小桑原町９４９（地上）,自排局,3,10,館林市,×,◯,◯,◯,◯,×,◯,◯,◯,◯,×,×,×,×,×,×,群馬県
10208010,渋川第１測定局,渋川市渋川４２６－１,一般局,3,10,渋川市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,群馬県
10208510,渋川自排,渋川市渋川１４１３－６,自排局,3,10,渋川市,×,◯,◯,◯,◯,×,◯,◯,◯,◯,×,×,×,×,×,×,群馬県
10210010,富岡市立富岡小学校,富岡市富岡１３５９,一般局,3,10,富岡市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,群馬県
10211010,安中第１測定,安中市野殿１０２６－４,一般局,3,10,安中市,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,群馬県
10211040,岩野谷公民館,安中市岩井６１７－１,一般局,3,10,安中市,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,×,群馬県
10211060,安中市立安中小学校,安中市安中３－１０－４３,一般局,3,10,安中市,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,×,×,×,×,×,×,群馬県
10211510,安中自排,安中市中宿７８３－１,自排局,3,10,安中市,×,◯,◯,◯,◯,×,◯,◯,◯,◯,×,×,×,×,×,×,群馬県
10423010,東吾妻町立東吾妻中学校,吾妻郡東吾妻町原町５２３０,一般局,3,10,吾妻郡東吾妻町,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,×,×,×,×,群馬県
10425010,嬬恋村運動公園,吾妻郡嬬恋村大笹１,一般局,3,10,吾妻郡嬬恋村,◯,×,×,×,×,◯,×,×,×,◯,◯,×,×,×,×,×,群馬県
10449010,みなかみ町カルチャーセンター,利根郡みなかみ町上牧１７３５,一般局,3,10,利根郡みなかみ町,×,×,×,×,×,◯,×,×,×,×,×,×,×,×,×,×,群馬県
10464010,県央水質浄化センター,佐波郡玉村町上之手１８４６－１,一般局,3,10,佐波郡玉村町,×,◯,◯,◯,×,◯,×,×,×,◯,×,×,×,×,×,×,群馬県
11110010,さいたま市城南,さいたま市岩槻区大字笹久保577,一般局,3,11,さいたま市岩槻区,◯,◯,◯,◯,×,◯,◯,◯,◯,◯,◯,×,◯,◯,×,×,さいたま市
11110510,さいたま市西原自排,さいたま市岩槻区大字岩槻３７５０,自排局,3,11,さいたま市岩槻区,×,◯,◯,◯,×,×,◯,◯,◯,◯,×,×,◯,◯,×,×,さいたま市
11201030,川越市高階,川越市砂新田１－１５,一般局,3,11,川越市,×,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,川越市
11201040,川越市川越,川越市宮下町２－７－４,一般局,3,11,川越市,◯,◯,◯,◯,×,◯,×,×,×,◯,◯,×,◯,◯,〇,◯,川越市
